year,rate
2007,18.621
2008,18.709
1960,46.7217015776
1965,45.6644864491
1970,44.0635808982
1975,42.6693660941
1980,41.8556848792
1981,41.8410203512
1982,41.241386478
1983,41.0537027174
1984,40.4704924788
1985,39.4503929451
1986,38.837626512
1987,37.5012315153
1988,36.6158665897
1989,35.3586718974
1990,33.7722270178
1991,32.5167928727
1992,31.4569698448
1993,30.1709745066
1994,29.0844604798
1995,28.1905649823
1996,27.2625209988
1997,26.7494522459
1998,26.2008182057
1999,25.7291455287
2000,25.3940863246
2001,25.0980677565
2002,24.8675179313
2003,24.6889209716
2004,24.4864857563
2005,24.2967160572
2006,24.10286192
2007,23.9051331694
2008,23.7076499138
1960,45.737
1961,45.338
1962,44.968
1963,44.64
1964,44.358
1965,44.134
1966,43.976
1967,43.864
1968,43.763
1969,43.637
1970,43.424
1971,43.056
1972,42.501
1973,41.746
1974,40.801
1975,39.695
1976,38.478
1977,37.224
1978,35.999
1979,34.846
1980,33.8
1981,32.873
1982,32.049
1983,31.31
1984,30.654
1985,30.083
1986,29.597
1987,29.182
1988,28.815
1989,28.473
1990,28.8461682742095
1991,28.3150098285489
1992,27.7503086775461
1993,27.1466741025167
1994,26.5613295847734
1995,25.7754501609428
1996,25.0238996335545
1997,24.1860421203038
1998,23.971382856909
1999,24.2022868783039
2000,23.7465396306669
2001,22.8863288592451
2002,21.6151950904308
2003,20.5202359798461
2004,19.7101759442797
2005,19.2958294673357
2006,18.9720774441154
2007,18.6380611343764
2008,18.3280638351637
1987,39
1996,26.1
1999,41.8
2000,40.6666666667
2005,35
2006,35
2007,35
1960,35.5103311166059
1965,40.2434879165862
1970,37.088796365078
1975,31.9333434830246
1980,28.4803358737516
1981,29.1353972989656
1982,29.4453533445138
1983,28.7144467852052
1984,28.5227324975724
1985,28.4659977956278
1986,28.7106244364197
1987,28.6413966557628
1988,27.9239771289179
1989,27.1534110061132
1990,26.5932012505739
1991,25.6977210140333
1992,24.8946801601007
1993,24.4457628915027
1994,24.1015335976451
1995,23.578008301953
1996,23.1598630746565
1997,22.7430621946904
1998,22.1712939200836
1999,21.6476861891814
2000,21.289896352741
2001,20.910100827056
2002,20.5949915770494
2003,20.3226878387502
2004,20.0573048547733
2005,19.9235446129796
2006,19.6957073468221
2007,19.5484012882073
2008,19.4310608744636
1960,31.435
1961,30.515
1962,29.64
1963,28.827
1964,28.084
1965,27.397
1966,26.738
1967,26.08
1968,25.407
1969,24.725
1970,24.059
1971,23.444
1972,22.912
1973,22.48
1974,22.146
1975,21.897
1976,21.709
1977,21.542
1978,21.366
1979,21.16
1980,20.91
1981,20.612
1982,20.277
1983,19.917
1984,19.536
1985,19.146
1986,18.758
1987,18.38
1988,18.015
1989,17.661
1990,17.306
1991,16.933
1992,16.529
1993,16.088
1994,15.612
1995,15.108
1996,14.592
1997,14.08
1998,13.593
1999,13.139
2000,12.728
2001,12.36
2002,12.031
2003,11.737
2004,11.481
2005,11.266
2006,11.098
2007,10.977
2008,10.898
1960,48.262
1961,48.273
1962,48.276
1963,48.291
1964,48.326
1965,48.364
1966,48.371
1967,48.315
1968,48.179
1969,47.969
1970,47.709
1971,47.431
1972,47.175
1973,46.971
1974,46.832
1975,46.765
1976,46.762
1977,46.799
1978,46.855
1979,46.919
1980,46.985
1981,47.049
1982,47.111
1983,47.167
1984,47.208
1985,47.222
1986,47.203
1987,47.143
1988,47.041
1989,46.893
1990,46.693
1991,46.436
1992,46.13
1993,45.786
1994,45.418
1995,45.043
1996,44.682
1997,44.348
1998,44.053
1999,43.803
2000,43.607
2001,43.466
2002,43.367
2003,43.291
2004,43.221
2005,43.136
2006,43.015
2007,42.844
2008,42.61
1960,26.1
1961,23.3
1962,22.8
1963,20.3
1964,19.8
1965,17.6
1966,16.8
1967,16.7
1968,16.1
1969,15.8
1970,16.3
1971,17.1
1972,16.9
1973,17.5
1974,17.6
1975,18.3
1976,18
1977,17.9
1978,17.4
1979,16.9
1980,15.4
1981,15
1982,14.4
1983,15
1984,14.8
1985,14.2
1986,15.3
1987,15.8
1988,15.8
1989,15.9
1990,15.2
1991,15.2
1992,15.2
1993,14.1
1994,13.1
1995,12.4
1996,12.2
1997,12.4
1998,11.9
1999,11.2
2000,10.8
2001,10
2002,12.2
2003,10
2004,9.7
2005,9.553
2006,9.559
2007,9.463
2008,10.018
1960,42.843
1961,42.354
1962,41.891
1963,41.455
1964,41.05
1965,40.689
1966,40.391
1967,40.156
1968,39.974
1969,39.821
1970,39.655
1971,39.424
1972,39.094
1973,38.65
1974,38.093
1975,37.457
1976,36.793
1977,36.154
1978,35.572
1979,35.05
1980,34.562
1981,34.062
1982,33.499
1983,32.842
1984,32.085
1985,31.243
1986,30.343
1987,29.429
1988,28.541
1989,27.696
1990,26.902
1991,26.152
1992,25.432
1993,24.736
1994,24.075
1995,23.466
1996,22.934
1997,22.491
1998,22.143
1999,21.882
2000,21.697
2001,21.569
2002,21.47
2003,21.374
2004,21.263
2005,21.124
2006,20.951
2007,20.751
2008,20.528
1960,47.1183775825991
1965,46.0548688144708
1970,44.3556865812016
1975,42.8946651381312
1980,42.334180613935
1981,42.4253783362172
1982,41.7968021227244
1983,41.6738824324885
1984,41.0893116883678
1985,39.9912872574578
1986,39.3954586306829
1987,37.9557035797666
1988,37.0604560425613
1989,35.7423658454993
1990,34.0493889591503
1991,32.7317917677902
1992,31.5835871533574
1993,30.247052694648
1994,29.1257819591808
1995,28.2706093672252
1996,27.3033365819804
1997,26.7980520771685
1998,26.2402895908661
1999,25.7872447818177
2000,25.4729520108258
2001,25.2173962031924
2002,25.0188280502474
2003,24.8728238989554
2004,24.7168323890201
2005,24.5755081873246
2006,24.4106499625627
2007,24.2392645911704
2008,24.0548968873679
1960,14.168
1961,13.825
1962,13.456
1963,13.065
1964,12.658
1965,12.245
1966,11.837
1967,11.445
1968,11.08
1969,10.747
1970,10.452
1971,10.196
1972,9.973
1973,9.777
1974,9.606
1975,9.459
1976,9.337
1977,9.236
1978,9.153
1979,9.08
1980,8.992
1981,8.856
1982,8.669
1983,8.45
1984,8.234
1985,8.106
1986,8.17
1987,8.482
1988,9.054
1989,9.854
1990,10.799
1991,11.768
1992,12.635
1993,13.305
1994,13.739
1995,13.933
1996,13.927
1997,13.813
1998,13.665
1999,13.514
2000,13.373
2001,13.236
2002,13.084
2003,12.906
2004,12.713
2005,12.521
2006,12.35
2007,12.212
2008,12.117
1960,43.398
1961,43.346
1962,43.268
1963,43.16
1964,43.021
1965,42.86
1966,42.688
1967,42.517
1968,42.35
1969,42.182
1970,42
1971,41.78
1972,41.508
1973,41.178
1974,40.792
1975,40.367
1976,39.927
1977,39.497
1978,39.091
1979,38.717
1980,38.38
1981,38.084
1982,37.808
1983,37.522
1984,37.196
1985,36.79
1986,36.261
1987,35.586
1988,34.751
1989,33.755
1990,32.589
1991,31.255
1992,29.795
1993,28.26
1994,26.702
1995,25.176
1996,23.731
1997,22.404
1998,21.228
1999,20.234
2000,19.456
2001,18.914
2002,18.582
2003,18.421
2004,18.398
2005,18.469
2006,18.585
2007,18.703
2008,18.785
1960,48.878
1961,48.773
1962,48.661
1963,48.544
1964,48.423
1965,48.296
1966,48.162
1967,48.02
1968,47.872
1969,47.721
1970,47.576
1971,47.446
1972,47.336
1973,47.245
1974,47.169
1975,47.103
1976,47.039
1977,46.963
1978,46.862
1979,46.726
1980,46.536
1981,46.274
1982,45.939
1983,45.546
1984,45.111
1985,44.669
1986,44.257
1987,43.907
1988,43.642
1989,43.47
1990,43.386
1991,43.372
1992,43.396
1993,43.43
1994,43.461
1995,43.493
1996,43.544
1997,43.622
1998,43.716
1999,43.802
2000,43.83
2001,43.746
2002,43.514
2003,43.115
2004,42.549
2005,41.832
2006,40.997
2007,40.1
2008,39.192
1960,50.146
1961,49.935
1962,49.675
1963,49.383
1964,49.075
1965,48.764
1966,48.456
1967,48.146
1968,47.832
1969,47.515
1970,47.195
1971,46.869
1972,46.533
1973,46.184
1974,45.819
1975,45.436
1976,45.03
1977,44.601
1978,44.156
1979,43.701
1980,43.25
1981,42.816
1982,42.408
1983,42.033
1984,41.691
1985,41.378
1986,41.086
1987,40.8
1988,40.51
1989,40.211
1990,39.9
1991,39.577
1992,39.246
1993,38.913
1994,38.579
1995,38.245
1996,37.914
1997,37.586
1998,37.26
1999,36.934
2000,36.606
2001,36.275
2002,35.937
2003,35.588
2004,35.225
2005,34.844
2006,34.445
2007,34.026
2008,33.587
1961,39.7
1962,38.8
1963,40.4
1964,38.9
1965,36
1966,36
1967,31
1968,31.6
1969,27.7
1970,27.5
1971,26.1
1972,25.3
1973,23
1974,27.3
1975,25.3
1976,25.8
1977,26
1978,27.1
1979,27.5
1980,27.2
1981,25.5
1982,22.6
1983,21
1984,20.1
1985,19
1986,18.6
1987,19.3
1988,20.1
1989,20.8
1990,21.3
1991,20.7
1992,21.1
1993,20.3
1994,19.6
1995,18.3
1996,18.3
1997,17.4
1998,16.7
1999,17.3
2000,17
2001,16.4
2002,16.5
2003,15.8
2004,15.6
2005,15.1
2006,14.1
2007,13.5
2008,12.9
1960,53.923
1961,54.21
1962,54.493
1963,54.766
1964,55.024
1965,55.265
1966,55.488
1967,55.697
1968,55.896
1969,56.085
1970,56.279
1971,56.499
1972,56.743
1973,56.993
1974,57.216
1975,57.346
1976,57.303
1977,57.044
1978,56.56
1979,55.872
1980,55.041
1981,54.154
1982,53.305
1983,52.568
1984,51.972
1985,51.525
1986,51.197
1987,50.926
1988,50.657
1989,50.369
1990,50.052
1991,49.708
1992,49.35
1993,48.984
1994,48.602
1995,48.194
1996,47.746
1997,47.248
1998,46.701
1999,46.104
2000,45.463
2001,44.784
2002,44.083
2003,43.378
2004,42.682
2005,42.01
2006,41.375
2007,40.779
2008,40.224
1960,44.687
1961,44.155
1962,43.502
1963,42.737
1964,41.881
1965,40.971
1966,40.048
1967,39.142
1968,38.273
1969,37.446
1970,36.62
1971,35.732
1972,34.746
1973,33.669
1974,32.549
1975,31.497
1976,30.654
1977,30.12
1978,29.942
1979,30.108
1980,30.564
1981,31.212
1982,31.903
1983,32.5
1984,32.922
1985,33.093
1986,32.972
1987,32.599
1988,32.023
1989,31.274
1990,30.397
1991,29.447
1992,28.484
1993,27.563
1994,26.72
1995,25.981
1996,25.353
1997,24.807
1998,24.318
1999,23.876
2000,23.468
2001,23.079
2002,22.697
2003,22.314
2004,21.925
2005,21.528
2006,21.132
2007,20.745
2008,20.376
1960,43.105
1961,43.482
1962,43.883
1963,44.302
1964,44.735
1965,45.195
1966,45.705
1967,46.26
1968,46.834
1969,47.385
1970,47.831
1971,48.078
1972,48.074
1973,47.804
1974,47.285
1975,46.576
1976,45.766
1977,44.962
1978,44.25
1979,43.671
1980,43.242
1981,42.945
1982,42.721
1983,42.519
1984,42.318
1985,42.105
1986,41.874
1987,41.629
1988,41.369
1989,41.088
1990,40.791
1991,40.488
1992,40.179
1993,39.849
1994,39.474
2002,31.37
2003,30.015
2004,28.752
2005,27.62
2006,26.64
2007,25.799
2008,25.081
1960,23.9715238639
1965,19.57523006
1970,18.306287125
1975,14.7167373085
1980,15.8509651728
1981,15.6608438235
1982,15.8215092694
1983,15.4509041536
1984,15.631093429
1985,15.621241579
1986,15.4016133695
1987,15.391366208
1988,15.7612607501
1989,16.0700043317
1990,16.5292753028
1991,16.1595542917
1992,15.7798717438
1993,15.3099351425
1994,14.9907010621
1995,14.5812893883
1996,14.5220687644
1997,14.3027479793
1998,14.2837873924
1999,14.1748477737
2000,14.3262045202
2001,13.7558466157
2002,13.5855240169
2003,13.7819257023
2004,13.7873361818
2005,13.6699390943
2006,13.869618
2007,13.9429396363
2008,13.999705177
1960,42.444
1961,42.358
1962,42.284
1963,42.225
1964,42.192
1965,42.208
1966,42.298
1967,42.472
1968,42.723
1969,43.035
1970,43.379
1971,43.721
1972,44.021
1973,44.243
1974,44.363
1975,44.359
1976,44.218
1977,43.959
1978,43.603
1979,43.167
1980,42.677
1981,42.159
1982,41.639
1983,41.132
1984,40.652
1985,40.202
1986,39.778
1987,39.361
1988,38.931
1989,38.477
1990,37.981
1991,37.423
1992,36.801
1993,36.119
1994,35.389
1995,34.628
1996,33.863
1997,33.119
1998,32.418
1999,31.77
2000,31.182
2001,30.651
2002,30.161
2003,29.696
2004,29.251
2005,28.818
2006,28.392
2007,27.971
2008,27.555
1960,34
1962,32.4
1965,34.5
1967,35.4
1970,35
1972,34.6
1974,32
1975,31.1
1976,29
1977,28.8
1978,26.4
1980,26.2
1981,27.7
1982,26.5
1983,25.2
1985,23.4
1987,23.8
1990,25.6
1992,24
1994,23.2
1995,21.9
1997,22
1998,21.3
2000,21.4
2001,19.9
2002,18.9
2003,18.2
2004,17.3
2005,17.2
2006,17.7
2007,16.9
2008,16.2
1960,56.358
1961,56.759
1962,57.11
1963,57.396
1964,57.611
1965,57.743
1966,57.787
1967,57.754
1968,57.658
1969,57.518
1970,57.353
1971,57.19
1972,57.044
1973,56.93
1974,56.853
1975,56.812
1976,56.8
1977,56.796
1978,56.786
1979,56.762
1980,56.72
1981,56.66
1982,56.585
1983,56.5
1984,56.404
1985,56.3
1986,56.189
1987,56.073
1988,55.95
1989,55.818
1990,55.677
1991,55.523
1992,55.353
1993,55.164
1994,54.953
1995,54.706
1996,54.401
1997,54.042
1998,53.645
1999,53.235
2000,52.878
2001,52.649
2002,52.587
2003,52.693
2004,52.936
2005,53.242
2006,53.503
2007,53.624
2008,53.536
1960,47.576
1961,47.48
1962,47.376
1963,47.268
1964,47.165
1965,47.083
1966,47.038
1967,47.042
1968,47.099
1969,47.208
1970,47.368
1971,47.57
1972,47.797
1973,48.03
1974,48.251
1975,48.448
1976,48.606
1977,48.723
1978,48.793
1979,48.809
1980,48.765
1981,48.658
1982,48.493
1983,48.278
1984,48.022
1985,47.731
1986,47.413
1987,47.078
1988,46.732
1989,46.383
1990,46.036
1991,45.693
1992,45.349
1993,45.005
1994,44.66
1995,44.316
1996,43.974
1997,43.633
1998,43.294
1999,42.955
2000,42.624
2001,42.307
2002,42.003
2003,41.706
2004,41.406
2005,41.084
2006,40.723
2007,40.307
2008,39.826
1960,51.47
1961,50.355
1962,49.294
1963,48.354
1964,47.579
1965,47.001
1966,46.623
1967,46.398
1968,46.274
1969,46.222
1970,46.213
1971,46.218
1972,46.214
1973,46.177
1974,46.087
1975,45.932
1976,45.715
1977,45.446
1978,45.132
1979,44.762
1980,44.316
1981,43.764
1982,43.099
1983,42.33
1984,41.475
1985,40.581
1986,39.702
1987,38.881
1988,38.139
1989,37.475
1990,36.857
1991,36.228
1992,35.533
1993,34.735
1994,33.834
1995,32.84
1996,31.783
1997,30.718
1998,29.696
1999,28.746
2000,27.902
2001,27.185
2002,26.588
2003,26.095
2004,25.697
2005,25.377
2006,25.11
2007,24.868
2008,24.624
1960,20.8
1961,21.3
1962,20.9
1963,20.9
1964,20.7
1965,19.9
1966,19.2
1967,18.9
1968,18.6
1969,19.2
1970,18.3
1971,17.2
1972,16.1
1973,14.5
1974,13.7
1975,13
1976,12.9
1977,12.5
1978,12.6
1979,12.5
1980,12.8
1981,12.5
1982,12
1983,11.8
1984,12.1
1985,12.3
1986,12.7
1987,12.7
1988,12.6
1989,12.7
1990,13.2
1991,13.2
1992,13
1993,12.8
1994,12.7
1995,12.3
1996,12.2
1997,12.2
1998,12.7
1999,12.7
2000,13
2001,12.6
2002,12.5
2003,12.4
2004,11.9
2005,11.514
2006,11.321
2007,11.069
2008,11.229
1960,34.4112868261272
1965,30.8170774312146
1970,27.3383734662486
1975,25.7222562056457
1980,25.8253960889166
1981,27.5080554365849
1982,25.4475519937244
1983,26.2114211232408
1984,25.6146607662649
1985,23.4244253770642
1986,24.2616902881283
1987,22.5475482267336
1988,23.181860509576
1989,22.0490398894983
1990,22.011617136021
1991,21.2484264448365
1992,20.7659381340648
1993,20.3894285957048
1994,19.9299659805786
1995,19.6349727278664
1996,19.2220018397653
1997,18.6257770276243
1998,17.5723342219599
1999,17.4319703733631
2000,17.5000268485576
2001,16.554109603156
2002,16.1539241083494
2003,15.6280886926264
2004,15.3511754924567
2005,15.1844397919413
2006,15.1127263122386
2007,15.0062729364196
2008,14.910584535126
1960,17.3
1961,17.3
1962,17.1
1963,17.3
1964,17.7
1965,17.8
1966,17.9
1967,17.6
1968,17.6
1969,17.6
1970,16.6
1971,16.8
1972,16.3
1973,15.5
1974,14.9
1975,14
1976,13.2
1977,12.5
1978,12.7
1979,12.6
1980,12.4
1981,12.3
1982,12.4
1983,12
1984,12.1
1985,12.3
1986,12.6
1987,13
1988,13.7
1989,14
1990,14.4
1991,14.3
1992,14
1993,13.8
1994,13.9
1995,13.8
1996,13.8
1997,13.5
1998,13.1
1999,13.3
2000,13.2
2001,12.6
2002,12.2
2003,12
2004,12.4
2005,12.276
2006,12.561
2007,12.414
2008,12.688
1960,44.49
1961,44.487
1962,44.462
1963,44.414
1964,44.344
1965,44.254
1966,44.149
1967,44.031
1968,43.905
1969,43.772
1970,43.638
1971,43.503
1972,43.366
1973,43.225
1974,43.075
1975,42.911
1976,42.725
1977,42.513
1978,42.271
1979,42
1980,41.701
1981,41.377
1982,41.034
1983,40.682
1984,40.327
1985,39.981
1986,39.655
1987,39.351
1988,39.064
1989,38.786
1990,38.508
1991,38.215
1992,37.89
1993,37.516
1994,37.077
1995,36.554
1996,35.933
1997,35.215
1998,34.41
1999,33.529
2000,32.584
2001,31.586
2002,30.559
2003,29.533
2004,28.538
2005,27.605
2006,26.764
2007,26.023
2008,25.385
1960,26.5
1961,27.1
1962,26.2
1963,25.5
1964,24.2
1965,22.9
1966,22.5
1967,22.5
1968,22.7
1969,22.3
1970,22.1
1971,22.6
1972,21.8
1973,20.5
1974,19.6
1975,18.3
1976,17.7
1977,17.3
1978,16.3
1979,16.8
1980,16.2
1981,16.2
1982,15.8
1983,15.8
1984,16
1985,15.9
1986,16.3
1987,16.8
1988,17.3
1989,17.5
1990,17.5
1991,17.4
1992,17.28
1993,16.53
1994,16.2
1995,15.97
1996,15.44
1997,15.29
1998,15.15
1999,14.89
2000,14.9
2001,14.4
2002,13.8
2003,13.8
2004,14.4
2005,14.1
2006,14.29
2007,15.14
2008,15.06
1960,20.7899238256055
1965,19.3338711896677
1970,17.8651289545199
1975,15.3409658148835
1980,14.7828780595092
1981,14.8565823940256
1982,14.39508064439
1983,14.3481011576382
1984,14.158553051082
1985,13.6640548437419
1986,13.4599301545568
1987,13.3864146004952
1988,13.4379972553984
1989,13.3545463811748
1990,13.5425410085924
1991,13.3616810898455
1992,13.1214369314921
1993,12.7464007908377
1994,12.5556767811294
1995,12.2134590747272
1996,12.205747901918
1997,12.0219208811412
1998,11.949878696537
1999,11.8099832982535
2000,11.9409169411511
2001,11.5401764162116
2002,11.355885429808
2003,11.4672915696509
2004,11.4451612185647
2005,11.3144526730921
2006,11.4948052897014
2007,11.61188762319
2008,11.7354678189552
1960,23.0506272842572
1965,21.6282442502158
1970,20.3036521907037
1975,17.8613869736651
1980,17.0331208952918
1981,17.2614935535434
1982,16.5943887159638
1983,16.7065468564531
1984,16.4781855328049
1985,15.7874314459834
1986,15.5718667262311
1987,15.4322138015377
1988,15.428610726138
1989,15.3148472755602
1990,15.4946946644848
1991,15.2912099298432
1992,15.0352199597079
1993,14.659626229639
1994,14.4400207284772
1995,14.0706418460293
1996,13.9813827551223
1997,13.7302892443159
1998,13.6235786187291
1999,13.4955589443454
2000,13.5386795146744
2001,13.0973309638884
2002,12.8059391367597
2003,12.7822633317887
2004,12.6749527434712
2005,12.514774182945
2006,12.6268079924768
2007,12.6850159299438
2008,12.7508206406075
1960,50.645
1961,50.55
1962,50.461
1963,50.377
1964,50.297
1965,50.222
1966,50.154
1967,50.088
1968,50.021
1969,49.945
1970,49.852
1971,49.736
1972,49.591
1973,49.411
1974,49.194
1975,48.944
1976,48.669
1977,48.375
1978,48.058
1979,47.71
1980,47.318
1981,46.869
1982,46.345
1983,45.73
1984,45.011
1985,44.16
1986,43.148
1987,41.979
1988,40.678
1989,39.275
1990,37.827
1991,36.397
1992,35.036
1993,33.78
1994,32.642
1995,31.599
1996,30.605
1997,29.606
1998,28.573
1999,27.509
2000,26.445
2001,25.426
2002,24.506
2003,23.724
2004,23.092
2005,22.62
2006,22.299
2007,22.093
2008,21.961
1960,39.117
1961,39.467
1962,39.866
1963,40.312
1964,40.795
1965,41.3
1966,41.81
1967,42.299
1968,42.741
1969,43.117
1970,43.397
1971,43.56
1972,43.608
1973,43.552
1974,43.408
1975,43.198
1976,42.953
1977,42.705
1978,42.484
1979,42.306
1980,42.202
1981,42.192
1982,42.26
1983,42.372
1984,42.493
1985,42.56
1986,42.498
1987,42.262
1988,41.827
1989,41.196
1990,40.392
1991,39.462
1992,38.481
1993,37.513
1994,36.6
1995,35.769
1996,35.029
1997,34.364
1998,33.756
1999,33.207
2000,32.715
2001,32.28
2002,31.891
2003,31.539
2004,31.214
2005,30.911
2006,30.626
2007,30.354
2008,30.086
1960,40.578
1961,40.543
1962,40.466
1963,40.342
1964,40.16
1965,39.912
1966,39.588
1967,39.185
1968,38.701
1969,38.139
1970,37.49
1971,36.747
1972,35.92
1973,35.032
1974,34.108
1975,33.181
1976,32.289
1977,31.456
1978,30.706
1979,30.052
1980,29.504
1981,29.064
1982,28.706
1983,28.402
1984,28.135
1985,27.874
1986,27.592
1987,27.277
1988,26.922
1989,26.53
1990,26.115
1991,25.707
1992,25.331
1993,25.008
1994,24.739
1995,24.518
1996,24.329
1997,24.146
1998,23.947
1999,23.722
2000,23.463
2001,23.167
2002,22.843
2003,22.5
2004,22.142
2005,21.772
2006,21.395
2007,21.016
2008,20.64
1960,46.718
1961,46.565
1962,46.334
1963,46.016
1964,45.608
1965,45.116
1966,44.552
1967,43.941
1968,43.308
1969,42.669
1970,42.046
1971,41.455
1972,40.895
1973,40.361
1974,39.843
1975,39.317
1976,38.748
1977,38.115
1978,37.409
1979,36.64
1980,35.834
1981,35.03
1982,34.268
1983,33.575
1984,32.958
1985,32.413
1986,31.919
1987,31.443
1988,30.957
1989,30.447
1990,29.905
1991,29.328
1992,28.726
1993,28.111
1994,27.491
1995,26.874
1996,26.27
1997,25.686
1998,25.13
1999,24.606
2000,24.119
2001,23.673
2002,23.262
2003,22.878
2004,22.516
2005,22.167
2006,21.819
2007,21.467
2008,21.107
1960,44.649
1961,44.198
1962,43.757
1963,43.328
1964,42.908
1965,42.492
1966,42.073
1967,41.647
1968,41.212
1969,40.773
1970,40.338
1971,39.92
1972,39.53
1973,39.17
1974,38.837
1975,38.521
1976,38.204
1977,37.872
1978,37.515
1979,37.132
1980,36.729
1981,36.321
1982,35.923
1983,35.543
1984,35.184
1985,34.839
1986,34.499
1987,34.152
1988,33.784
1989,33.389
1990,32.96
1991,32.492
1992,31.99
1993,31.46
1994,30.908
1995,30.34
1996,29.76
1997,29.177
1998,28.603
1999,28.048
2000,27.526
2001,27.052
2002,26.628
2003,26.252
2004,25.919
2005,25.616
2006,25.327
2007,25.035
2008,24.728
1990,21.6
1991,22.3
1992,23.6
1993,21.7
1994,22.3
1995,23.2
1996,20.2
1997,18.3
1998,15.1
1999,132
2000,14.5
2001,15.3
2002,13
2003,15.4
2004,12.6
2005,14
2006,12
1960,42.449
1961,42.382
1962,42.309
1963,42.226
1964,42.136
1965,42.046
1966,41.968
1967,41.907
1968,41.863
1969,41.828
1970,41.788
1971,41.725
1972,41.623
1973,41.467
1974,41.251
1975,40.964
1976,40.6
1977,40.172
1978,39.701
1979,39.206
1980,38.715
1981,38.259
1982,37.859
1983,37.529
1984,37.276
1985,37.1
1986,36.987
1987,36.914
1988,36.861
1989,36.818
1990,36.791
1991,36.792
1992,36.827
1993,36.888
1994,36.954
1995,36.989
1996,36.951
1997,36.811
1998,36.555
1999,36.182
2000,35.705
2001,35.155
2002,34.573
2003,33.993
2004,33.434
2005,32.905
2006,32.404
2007,31.916
2008,31.427
1960,22.6
1961,20.9
1962,19.8
1963,19.2
1964,18.1
1965,17.4
1966,16.8
1967,16.3
1968,16.2
1969,16.3
1970,16.8
1971,17.2
1972,17.5
1973,18
1974,18.5
1975,19
1976,19.6
1977,19.2
1978,19.1
1979,19.6
1980,19.5
1981,19
1982,19.5
1983,19.7
1984,19
1985,18.2
1986,17
1987,16.1
1988,15.6
1989,14.9
1990,14.3
1991,14.3
1992,13.5
1993,12.8
1994,12.5
1995,11.2
1996,11.1
1997,10.7
1998,10.2
1999,9.9
2000,9.8
2001,9.5
2002,9.3
2003,9.2
2004,9.3
2005,9.547
2006,9.812
2007,10.175
2008,10.872
1960,32.4
1961,31.4
1962,31.3
1963,31
1964,31
1965,30.7
1966,28.9
1967,26.7
1968,25.5
1969,24.9
1970,24.8
1971,25.6
1972,24
1973,23.3
1974,24.3
1975,23.8
1976,24.2
1977,24.5
1978,24.1
1979,23.4
1980,22.8
1981,22
1983,20.1
1984,19.3
1985,19.4
1987,19.5
1989,19.1
1990,18.5
1991,18.1
1992,17.8
1993,17.9
1994,17.5
1995,17
1996,16.9
1997,16.2
1998,15.7
1999,15.6
2000,15.6
2001,14.58
2002,13.7
2003,13.1
2004,13.15
2005,13.03
2006,12.91
2007,12.72
2008,11.8223775796855
1960,35.162
1961,34.67
1962,34.334
1963,34.297
1964,34.591
1965,35.13
1966,35.731
1967,36.132
1968,36.131
1969,35.652
1970,34.621
1971,33.011
1972,30.961
1973,28.651
1974,26.232
1975,23.938
1976,22.01
1977,20.58
1978,19.711
1979,19.407
1980,19.566
1981,20.005
1982,20.488
1983,20.832
1984,20.968
1985,20.903
1986,20.718
1987,20.546
1988,20.477
1989,20.512
1990,20.613
1991,20.712
1992,20.725
1993,20.592
1994,20.298
1995,19.841
1996,19.245
1997,18.568
1998,17.866
1999,17.173
2000,16.521
2001,15.931
2002,15.403
2003,14.94
2004,14.551
2005,14.242
2006,14.011
2007,13.846
2008,13.732
1960,23.9
1961,24.3
1962,24.4
1963,23.4
1964,23.8
1965,23
1966,22.7
1967,22.2
1968,21.4
1969,20.9
1970,20
1971,21
1972,20.2
1973,20
1974,19.6
1975,19.8
1976,20
1977,19.1
1978,17.5
1979,16.6
1980,16.2
1981,15.4
1982,15.2
1983,14.4
1984,14.2
1985,12.8
1986,12.4
1987,12
1988,11.2
1989,12
1990,11.8
1991,11.8
1992,11.6
1993,11.5
1994,11
1995,10.8
1996,11.2
1997,11.4
1998,11.5
1999,11.6
2000,11.6
2001,10.8
2002,11.7
2003,10.8
2004,10.4
2005,10.37
2006,9.963
2007,9.661
2008,9.847
1960,41.939
1961,41.674
1962,41.412
1963,41.142
1964,40.851
1965,40.501
1966,40.052
1967,39.49
1968,38.829
1969,38.099
1970,37.356
1971,36.675
1972,36.119
1973,35.732
1974,35.53
1975,35.521
1976,35.689
1977,35.973
1978,36.306
1979,36.639
1980,36.915
1981,37.084
1982,37.125
1983,37.028
1984,36.784
1985,36.4
1986,35.898
1987,35.321
1988,34.709
1989,34.086
1990,33.469
1991,32.866
1992,32.273
1993,31.687
1994,31.114
1995,30.559
1996,30.024
1997,29.505
1998,29.001
1999,28.512
2000,28.036
2001,27.574
2002,27.124
2003,26.684
2004,26.254
2005,25.833
2006,25.421
2007,25.018
2008,24.625
1960,44.73
1961,44.71
1962,44.713
1963,44.733
1964,44.737
1965,44.641
1966,44.336
1967,43.754
1968,42.869
1969,41.704
1970,40.321
1971,38.817
1972,37.317
1973,35.926
1974,34.706
1975,33.697
1976,32.9
1977,32.263
1978,31.74
1979,31.315
1980,30.985
1981,30.755
1982,30.61
1983,30.523
1984,30.453
1985,30.342
1986,30.131
1987,29.787
1988,29.293
1989,28.645
1990,27.855
1991,26.951
1992,25.991
1993,25.029
1994,24.099
1995,23.232
1996,22.444
1997,21.731
1998,21.091
